building_type,central_ac_yn,sq_ft_first_floor,sq_ft_second_floor,bathrooms,bedrooms,year_sold,sale_price
OneFam,Y,1640,0,1,3,2006,131000
OneFam,Y,1072,504,1,3,2009,223500
OneFam,Y,988,0,1,1,2006,180000
OneFam,Y,1065,984,2,4,2006,210900
OneFam,Y,2444,1872,3,4,2007,755000
OneFam,Y,1488,0,2,3,2007,215000
OneFam,Y,1680,0,2,3,2009,222000
OneFam,Y,1771,0,1,3,2009,115000
OneFam,Y,988,0,1,2,2008,113000
OneFam,N,810,0,1,1,2009,57625
OneFam,Y,1163,511,2,4,2008,185000
OneFam,Y,940,610,1,3,2006,195000
OneFam,Y,729,717,2,3,2008,175000
OneFam,Y,734,1104,2,4,2006,192140
OneFam,Y,1652,0,1,3,2007,200000
OneFam,N,1370,1254,2,4,2007,239000
OneFam,Y,1630,0,2,3,2007,130000
OneFam,Y,1518,1518,2,4,2006,475000
OneFam,Y,887,1134,2,3,2006,274725
OneFam,Y,1508,1012,2,5,2009,409900
OneFam,Y,1625,0,2,3,2006,242500
OneFam,Y,1332,192,0,0,2010,260000
OneFam,Y,2032,0,3,3,2008,300000
OneFam,Y,1105,717,2,4,2007,228500
OneFam,Y,1207,1196,2,4,2010,244400
OneFam,Y,1599,1345,2,3,2008,150000
OneFam,Y,892,783,2,3,2009,181000
Duplex,Y,1632,0,2,4,2007,143000
OneFam,Y,1473,0,1,1,2009,143000
OneFam,Y,1040,0,1,3,2007,132250
OneFam,Y,1416,0,2,3,2007,112000
OneFam,Y,1360,1360,2,4,2006,235000
OneFam,Y,1560,0,1,3,2007,201000
OneFam,Y,1898,0,2,3,2008,236500
OneFam,Y,1188,0,1,3,2010,157900
OneFam,Y,1238,1281,2,4,2006,335000
OneFam,Y,1288,728,1,4,2009,131000
OneFam,Y,2069,0,2,4,2008,242000
OneFam,N,1608,0,1,3,2007,80000
OneFam,Y,1160,966,2,3,2009,185000
OneFam,Y,979,871,2,3,2009,248000
OneFam,Y,1474,0,1,3,2008,115000
OneFam,Y,1600,0,1,3,2006,81500
OneFam,Y,1656,0,1,3,2010,215000
OneFam,Y,2515,0,3,4,2007,200624
OneFam,Y,1611,875,2,5,2006,220000
OneFam,Y,1676,0,1,3,2007,196000
OneFam,Y,1572,0,1,3,2007,186700
OneFam,Y,1831,1796,3,4,2006,625000
OneFam,Y,1582,0,2,4,2006,190000
OneFam,Y,1363,0,1,2,2008,241500
OneFam,Y,5095,0,2,2,2007,183850
OneFam,Y,1390,0,1,1,2006,252000
OneFam,Y,3138,1538,3,3,2007,184750
OneFam,Y,2034,0,1,2,2007,130000
OneFam,Y,1307,1051,3,5,2008,240000
OneFam,Y,1686,762,2,4,2009,402000
OneFam,Y,3820,0,3,5,2008,284700
OneFam,Y,1488,0,2,3,2008,133000
OneFam,Y,1650,0,1,2,2006,250764
OneFam,Y,1842,0,0,0,2006,385000
OneFam,Y,2338,0,2,4,2007,591587
OneFam,Y,1079,874,2,3,2007,240000
OneFam,Y,1663,0,1,2,2008,256000
OneFam,Y,1690,1589,3,4,2010,538000
OneFam,Y,1150,686,2,4,2008,103000
OneFam,Y,1687,0,1,3,2010,160000
OneFam,Y,4692,950,2,3,2008,160000
OneFam,Y,1533,0,2,2,2006,280000
OneFam,Y,1824,0,2,2,2007,302000
OneFam,Y,1444,700,2,4,2007,277000
OneFam,Y,2036,0,2,3,2009,375000
